سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
70000,نيسان,ميكرا,2017,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200 ,13500  ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى ,مُكيّف|إغلاق مركزي|مسجل CD|وسادة حماية هوائية|سيارة يد اولى اصل شركة|كفاله سارية لشهر ٤/٢٠٢٠|تامين وترخيص لشهر ٤|السيارة تصنيع شهر ١١/٢٠١٦ تسير و ترخيص ٤/٢٠١٧|حساسات +كميرا امامي و خلفي|اقتصادية بالبنزين ١٥ داخلي ١٨ خارجي|عداد ١٣٠٠٠ كيلو فقط|صيانة دورية بالشركة|تنازل فوري و بفحص الشركة
33000,فيات,بونتو,2010,أبيض ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1600 ,250000 ,4+1 ,نقدا فقط ,للبيع فقط ,يدثانيه  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|ترخيص وتامين شامل لغايه شهر 9/2018
4000,هونداي,جيتس,2009,أبيض ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,000000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة بصلاة على النبي كلشي تمام اولها شك واخرها شك  قيمة كل شك الف شيقل والتنازل ع اخر شك  ولا مجال بالسعر نهائيا
80000,شاحنة,أفيكو,1999,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1800 ,00000000 ,2+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|شاحنة أفيكوا بالصلاة على النبي.... ترخيص وتأمين....خالية من أي ضربات.....قير ماتور كلو 100%..... وافحص وين ما بدك....حمولة 15 طن.....عليها تنك مياه 10 كوب....
69000,فولكسفاجن,باسات,2008,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,230000 كيلو متر ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانيه ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|كاميرا خلفيه
82000,هونداي,الانترا,2015,بني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,31000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
50000,سكودا,اوكتافيا,2006,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,777 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|صلاة النبي احسن
125000,فولكسفاجن,باسات,2014,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,null,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|فولكسوايجن|باسات|إنتاج وترخيص 2014|ديزل|قوة المحرك 2000cc|اتوماتيك|حساسات خلفي وامامي|اصطفاف ذاتي|اصطفاف الي|تحكم ستيرنج كامل|جير عستيرنج|4زجاج كهربائي|سياره مميزه جدا|كوشوك جديد|جنط مميز|فحص بوليتكنك ممتاز لا يوجد دهان خارجي|السعر قابل للنقاش|غير منمره|إمكانية تقسيط بحدود المعقول
89900,سكودا,اوكتافيا,2015,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200 ,80000 ,4+1 ,نقدا فقط ,للبيع فقط ,لا يوجد ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|جنط |كشافات| تحكم |شاشة| BLUE MOTION| BLUETOOTH تحديد سرعة| اربعة شبابيك كهرباء| تدفئة كراسي |حساسات
60000,فورد,فوكس,2013,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,مُكيّف|إغلاق مركزي|مسجل CD|وسادة حماية هوائية
87000,سيت,ليون,2016,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1250 ,41000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|ترخيص 2016|نخب اول|جنط كشاف تحكم|مفتاحين شركه|كشافات استداره
27500,فولكسفاجن,ترانسبورتر,1994,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2500 ,0000000000 ,000 ,نقدا فقط ,للبيع فقط ,56 ,مُكيّف|مسجل CD|صيانة دائما للسيارة بدها شوي بالبودي
190000,سكودا,سوبيرب,2016,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,45000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد اولى ,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
51000,كيا,فورتي,2009,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,100 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|سياره دهان شركه|غرفه كريمه|كشافات|جنط|نظام ايكو لتوفير البنزين|ترخيص وتأمين شامل
89000,سيت,ليون,2015,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200 ,35000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,. ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|السياره جديده بالصلاه على النبي
85000,هونداي,توسان,2012,فضي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000 ,١٤٠٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,٢ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
110000,فولكسفاجن,جولف,2014,فضي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1200 ,39000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,0 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|السيارة صلاة النبي|فل اضافات ما عدا الفتحة|حساسات امامي وخلفي|اصطفاف تلقائي|مري كهربة|جنط 17|شاشة
50000,بيجو,308,2010,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,null,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
60000,اودي,A6,2001,رمادي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1800 ,170 ,4+1 ,إمكانية التقسيط ,للتبديل فقط ,3 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
74000,سيت,ليون,2015,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,90 ,5+1 ,نقدا فقط ,للبيع فقط ,يد اولى  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|تأمين شامل وترخيص
145000,بي,ام,2007,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000 ,109000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد ثالثه ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
35000,فورد,ترانزيت,1998,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,يدوي ,2500 ,null,7+1 ,إمكانية التقسيط ,للبيع فقط ,null,مسجل CD|سقف عالي .
18000,اوبل,استرا,1987,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,٦٨٥١٥ ,null,نقدا فقط ,للبيع فقط ,يد ثانيه ,جنطات مغنيسيوم|ترخيص جديد
42000,سكودا,اوكتافيا,2003,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,null,null,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة بالصلاة ع النبي افحص وين بدك دقات عمومي ما فيها اصل مونيت سرائيلي ما شتغلت.هون ولا ساعة الطبون الامامي بدو دهان و الخلفي باقي السيارة تمام ما فيها اي دقة افحص وين بدك ترخيص و تأمين ساري المفعول الله يبارك لصاحب النصيب
60000,كيا,بيكانتو,2016,بنفسجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1250 ,20000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|* اصل شركة كيا|* تحكم ستيرنغ|* مراي كهربائيه|* كشافات|* جنطات|* ترخيص وتامين لشهر 6-2018|* متور 1250
25000,دايو,لانوس,1999,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500 ,null,null,نقدا فقط ,للبيع فقط ,ثالثة ,إغلاق مركزي|جنطات مغنيسيوم|سيارة ممتازة.. دهان ممتاز.. خالية من الضربات والقصات.. طيبة مباركة ...|الله يبارك لصاحب النصيب|ترخيص وتامين لشهر 8
25000,سيت,قرطبة,2001,أزرق ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,0000014 ,4+١ ,إمكانية التقسيط ,للبيع أو التبديل ,٤ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فرش جلد|وسادة حماية هوائية|السيارة مشاءالله عليها|الله يبارك لصاحب النصيب
47000,كيا,بيكانتو,2015,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1250 ,40000 ,4+1 ,نقدا فقط ,للبيع فقط ,0 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية
110000,فورد,ايدج,2011,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3500 ,92000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانيه ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
66000,كيا,برايد,2013,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,50000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة كيا برايد موديل ٢٠١٣  كل الاضفات  السيارة جير عادي ٧  غيار متور ١٤٠٠ تيربو ديزل قوية جدا  فرش جلد تدفئة كراسي فتحة سقف ضواو زنون وضواو خلفي لد بالكامل و تشغيل بصمة فل اضافات و جنط اصلي لون اسود
68000,بي,ام,2002,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500 ,١٨٠ ,4+1 ,نقدا فقط ,للبيع أو التبديل ,٢ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|سيارة مش ١٠٠%|سيارة ٢٠٠%|وفحص وين ما بدك
35000,ميتسوبيشي,لانسر,1995,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,null,3+1 ,نقدا فقط ,للبيع فقط ,3 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|فتحة سقف مسجلة|جنط 16 مسجل|دهان جديد|منفوضة السياره كامل|تهبيط|غرفه جديده|شكوف امامي|شكوف خلفي|هوك|عدادات ضغط|شوسة بلكؤتونة|طبون ستيشن|جنط بلكرتونة|كاوشك جديد|ترخيص تامين
205000,جييب,Wrangler,2015,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3600 ,70000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|ترخيص 2014|تعديلات كاملة|اتوماتيك | بنزين | نظام دفع رباعي كامل | حجم الرنجات "R17"|رفعات 3 إنش اصليه | صدام امامي | اضاءه ليد "زنون"|انجري فيس | نظام اكزوزت اصلي | فتحة سقف | كشف|اطارات جديده يوكوهاما مقاسR17 \70\315|امكانية البدل وارده .|امكانية البيع 50% نقدا والباقي لمدة عام
46000,كيا,برايد,2007,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,100000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثالثه ,مُكيّف|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|تأمين وترخيص لآخر شهر 7|شصي ميه ميه|ميكانيك ميه ميه|جنط مغنيسيوم|كوشك جديد|فرش شركه|حساس ريفيرس|تحكم مري كهرباء|سنتر لوك|الرجاء الاتصال للمعنين فقط والدفع كاش
11000,رينو,R9,1987,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400 ,٠٠٠٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,١١ ,مسجل CD|جنطات مغنيسيوم|السيارة بحالة جيدة|ترخيص وتامين ٦ شهور|خاليه من القص
